epoch,seconds,train_loss,validation_loss,validation_rna_top1,validation_adt_top1,validation_rna_adt_cosine,logit_scale
33,442.939,2.504793080989923,2.8611288656953904,0.5251675376393756,0.28229206424878267,0.3493513827297041,20.03230857849121
34,445.253,2.511885046730515,2.887974691006445,0.5298751587829282,0.29800338658594316,0.35252499076736393,20.08897590637207
35,434.833,2.5050789228740116,2.9100435014630928,0.5272898112164169,0.2793812120913482,0.3552420088912042,20.1427001953125
36,437.811,2.5075927312084523,2.8950179952089905,0.5170070690209748,0.28451595809616026,0.3563247257099528,20.194419860839844
37,444.453,2.4736846254798435,2.94266860797757,0.5050240907146305,0.2967254239760461,0.3552144474232588,20.252580642700195
38,439.821,2.448620507076457,2.7731223829457017,0.5331671213517424,0.30902069184135217,0.3624749029490048,20.31702423095703
39,441.774,2.483092930118243,2.9173030336697896,0.5369758059581121,0.2756121188402176,0.3508640158977242,20.36504554748535
40,436.384,2.467897521143773,2.9596684956159747,0.5376566974598853,0.26811865430142057,0.34820852475338143,20.421445846557617
41,430.081,2.470537861987625,2.910052737251657,0.5129463320872822,0.27797787587662215,0.3635650614082361,20.471233367919922
42,442.976,2.43675239067033,2.8333381629381025,0.5281185933434572,0.2954860823686983,0.3622044228990656,20.52641487121582
43,439.3,2.447417622181312,2.8960593863139077,0.506417828538115,0.28527072151856764,0.3689659380096548,20.583723068237305
44,440.784,2.439627288988023,2.7529128066828994,0.5482805719996084,0.31533487880083383,0.37566359223351115,20.63991355895996
45,446.239,2.4427719536780197,2.8804693573811013,0.5461198790151565,0.2913205888671953,0.36418393166654617,20.688756942749023
46,426.678,2.4319331619575504,2.9088369454106977,0.49563962299256553,0.2910183432602113,0.3591618443392622,20.73851203918457
47,426.906,2.4225665489766444,2.787726122824872,0.5459536807458909,0.30461887032037877,0.36417539329331294,20.790454864501953
48,436.334,2.4105755755816527,2.7571109096209208,0.5464831804235776,0.3013637557004889,0.36499746918947346,20.853038787841797
49,444.596,2.423688497651454,3.0002383638600834,0.4930284158861051,0.26736587716541327,0.35097423169982406,20.90631866455078
50,421.17,2.4342494597130413,2.8187812449502165,0.5127159877390158,0.3000189126087505,0.3656787614082328,20.95208740234375
51,427.578,2.417886745164792,2.8850918686579146,0.5354993630141492,0.28037557458238943,0.3617676439372588,21.01717185974121
52,432.861,2.3907030298335723,2.7568674125979022,0.5537449917605808,0.31250581728114235,0.37463272947175486,21.072345733642578
53,425.113,2.407993779740283,2.8625454787285096,0.5301040475286783,0.2881995372233852,0.3647224329019647,21.117273330688477
54,432.265,2.3878311842481295,2.9535428785508677,0.5258622747515479,0.27661933993259746,0.3580488271895937,21.17429542541504
55,416.539,2.392043575534889,2.8597629090150196,0.550376509130001,0.2907987801358104,0.3552975773843455,21.2192325592041
56,426.898,2.3765717597756693,2.816151316048669,0.5342507831385879,0.30087766490998813,0.3726344612187768,21.28362274169922
57,427.234,2.395092504409039,2.7907005743902236,0.5600856205479043,0.29503882774075524,0.3560881935679293,21.32743263244629
58,428.865,2.3752744156453343,2.7362317511292753,0.553702067889151,0.31154813333490833,0.37688200311863596,21.37916374206543
59,419.051,2.385962363226784,2.9053670629378288,0.5293169918680384,0.2920725427628044,0.3646974927143595,21.43377113342285
60,432.692,2.3485768307788657,2.897369446293,0.5292900767057173,0.2920333614512797,0.35698651194809583,21.482084274291992
61,424.97,2.352793281210749,2.800966020553343,0.555469736456871,0.30108662430317173,0.36928863855580774,21.5369930267334
62,421.88,2.3594246453952312,2.8775117846786,0.5566208984275334,0.29326583725995703,0.3659024097572146,21.588546752929688
63,424.256,2.351133405287769,2.713324703154017,0.5560595295468315,0.3038330528824056,0.3712983297631842,21.638530731201172
64,418.013,2.3507720947584367,2.8281088894413364,0.5330151368773752,0.2894692127743075,0.36762010924319605,21.688804626464844
65,429.87,2.344444095242883,2.922962984100717,0.5207285319195419,0.29662041879091106,0.35642232529931195,21.744009017944336
66,434.927,2.3413863026097745,2.895207506711366,0.532926000043994,0.28621501759549633,0.3519337976096502,21.7921199798584
67,431.228,2.3364792052779797,2.8667545241694294,0.5370137053391626,0.294910593949739,0.36554215556725606,21.849212646484375
68,439.375,2.338998907616609,2.899647439112429,0.5234854680592896,0.2828711130518894,0.35319811103121024,21.896087646484375
69,430.77,2.3401380407268713,2.8558213339477287,0.545619928201691,0.29443399571493023,0.3564392275313198,21.948810577392578
70,421.917,2.3478924143972204,2.7984321371453706,0.5466926537576269,0.2978608559694935,0.3608911827688447,21.998626708984375
71,425.549,2.3352401429961125,2.920361548173623,0.5213937087625754,0.2855732261401708,0.36111306286301625,22.051050186157227
72,418.066,2.3434992644955766,2.784107669455106,0.5573724080793193,0.30088995565034327,0.36244468034977034,22.093027114868164
73,428.532,2.328357288271139,2.816881936104571,0.5361338201604906,0.2868636627910567,0.3678659886818903,22.139291763305664
74,430.435,2.3244295225069798,2.8016418622386072,0.5236101285103829,0.3082330889639355,0.36997523690130685,22.193588256835938
75,422.321,2.3317304148747646,2.7244963030661307,0.5618043946883371,0.3194294129648516,0.3690979719642268,22.23143196105957
76,425.632,2.3131621433602385,2.7408612360719773,0.5702962467416388,0.3067742232233286,0.36643271233632574,22.29191780090332
77,431.7,2.319440410845106,2.8257486116690713,0.5406323495458384,0.2957251137885891,0.3602082525572394,22.336589813232422
78,424.984,2.318782055260777,2.956868926032645,0.5304979857851247,0.2661361272339938,0.3451179387924483,22.38453483581543
79,428.314,2.2945170968065423,2.8572242435861805,0.5447890690115632,0.29267227707705534,0.36536414562393305,22.436235427856445
80,420.188,2.2896114154155556,2.8377906718561725,0.5394899875766808,0.29212686503606455,0.3590127181004928,22.48752212524414
81,423.841,2.3137522448450327,2.7413908594944436,0.5348974754575824,0.31219836788587885,0.37085358380089223,22.538223266601562
82,420.138,2.3138300947770722,2.843004351756612,0.5253674610227835,0.29252342400370074,0.36224203875879624,22.58112907409668
83,430.998,2.2931372493862985,2.797663465875094,0.568833310584553,0.2994522303342819,0.36114288076557954,22.62386703491211
84,428.546,2.2791168379827544,2.8483815769354504,0.5888602137565613,0.2811307114859422,0.3570625468755239,22.67653465270996
85,422.892,2.2964767933051005,2.917796823286241,0.51059623957882,0.28989198371287317,0.3602980209158334,22.72513771057129
86,418.803,2.294800740097477,2.8393040231016817,0.5443565469296252,0.2907083690410755,0.36646275298583997,22.76535987854004
87,425.565,2.2673751310973387,2.8779128731274213,0.5091417402517601,0.29626095731605273,0.3673894497509481,22.81700325012207
88,427.396,2.2782867101528708,2.7845773773808635,0.5683746253771167,0.29733871226950037,0.37054152913699623,22.860177993774414
89,420.725,2.2815301464337323,2.7809365410958566,0.5483957884773132,0.30204691563642794,0.36453697845353034,22.90542221069336
90,418.143,2.2830323168324536,2.812541156518655,0.525687041097,0.3005407528615877,0.3716990052467872,22.952491760253906
91,432.958,2.269532524672657,2.808276826335538,0.5533900699548183,0.30035840092046606,0.3709290354771147,23.006567001342773
92,418.142,2.2884544150343413,2.9411229911397716,0.5363992484378033,0.2862005293613575,0.35522086594068975,23.052104949951172
93,430.688,2.273914309786443,2.914825390596859,0.5083309353375044,0.2891082196328484,0.3553886130335437,23.081880569458008
94,432.22,2.2628081275877308,2.7110813041528066,0.5539274344841639,0.3126390171547731,0.37249485641966135,23.132369995117188
95,426.624,2.294671488815882,2.7782269716262817,0.5367851287126542,0.30860736512889464,0.37256593851515124,23.17430877685547
96,433.955,2.2664441588762374,2.8684962069401974,0.5177456460526733,0.2862075089980833,0.36317468122620156,23.216602325439453
97,438.78,2.271046380770254,2.761962040525968,0.5544287625883446,0.29883761951302895,0.3691074459068767,23.26365089416504
98,439.935,2.2503300784881675,2.7829722752336594,0.5657457699541186,0.3130407880564205,0.37001872457042295,23.31687355041504
99,430.708,2.26798488305153,2.726656259083357,0.5479440439919956,0.323348731901802,0.38608009211578204,23.356550216674805
100,435.232,2.2517751994048956,2.9050747859673423,0.5290578432747575,0.29564366440792555,0.3555123680645097,23.40434455871582
